OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
AMC-15,2004-041A,2026-02-07T21:19:38.091648,1.00271411,.00023879,0.0460,277.2766,31.2751,44.2713,0,U,28446,999,7800,0,-.83E-6,0
JB-3 3 (ZY 2C),2004-044A,2026-02-07T22:22:29.248608,15.18171262,.00331353,97.2565,197.4767,315.0102,44.8449,0,U,28470,999,16816,.25273627E-3,.5171E-4,0
NAVSTAR 56 (USA 180),2004-045A,2026-02-07T22:02:48.952032,2.00572284,.01710985,55.2092,330.1055,311.8045,227.8988,0,U,28474,999,15583,0,-.104E-5,0
SWIFT,2004-047A,2026-02-07T09:15:08.132256,15.56415943,.00022489,20.5538,97.3261,315.0920,44.9342,0,U,28485,999,16653,.10506175E-2,.7888E-3,0
NANOSAT-1,2004-049B,2026-02-07T21:39:50.567904,14.79822176,.00039283,98.2055,172.5918,6.1331,353.9927,0,U,28493,999,13632,.24104822E-3,.1761E-4,0
COSMOS 2414,2005-002A,2026-02-07T18:31:56.851392,13.87910980,.00394596,82.9526,141.5412,340.2731,19.6904,0,U,28521,999,6586,.72072224E-4,.102E-5,0
NSS-10,2005-003A,2026-02-07T21:39:06.224832,1.00271595,.0003135,6.1265,72.0331,249.3838,103.9064,0,U,28526,999,5185,0,-.249E-5,0
INMARSAT 4-F1,2005-009A,2026-02-07T19:15:09.368064,1.00274792,.00021838,4.9926,42.7301,309.6644,252.3994,0,U,28628,999,7637,0,.37E-6,0
IRS-P5 (CARTOSAT-1),2005-017A,2026-02-07T22:41:52.526976,14.90653005,.00025148,97.5449,67.8170,108.3085,251.8407,0,U,28649,999,12456,.22726081E-3,.2175E-4,0
DIRECTV 8,2005-019A,2026-02-07T17:50:12.834240,1.00272716,.00033257,0.0200,94.2224,242.8301,309.2876,0,U,28659,999,7577,0,.6E-7,0
GALAXY 28 (G-28),2005-022A,2026-02-07T21:40:58.545696,1.00584207,.00019868,2.9653,80.5820,235.3011,116.4247,0,U,28702,999,5067,0,-.174E-5,0
SJ-7,2005-024A,2026-02-07T23:22:41.106432,15.19387160,.00180232,97.7443,65.7018,118.1766,242.1291,0,U,28737,999,12839,.42221673E-3,.8903E-4,0
THAICOM 4,2005-028A,2026-02-07T22:23:53.278656,1.00271933,.00018058,0.0201,94.4480,240.1801,258.8613,0,U,28786,999,5095,0,-.357E-5,0
REIMEI (INDEX),2005-031B,2026-02-07T20:37:21.859392,15.09385421,.00201444,97.9979,157.0679,187.8267,172.2649,0,U,28810,999,11147,.47647496E-3,.7581E-4,0
ANIK F1R,2005-036A,2026-02-07T16:11:07.331424,1.00270933,.00020314,3.9815,78.2233,267.4415,287.6015,0,U,28868,999,4515,0,-.72E-6,0
NAVSTAR 57 (USA 183),2005-038A,2026-02-07T09:36:38.618208,2.00574763,.01296264,54.9826,278.4153,294.9153,190.8381,0,U,28874,999,14923,0,-.27E-6,0
SYRACUSE 3A,2005-041B,2026-02-07T20:20:06.296640,1.00273263,.00035012,4.3125,77.4651,249.0155,162.6802,0,U,28885,999,7445,0,.134E-5,0
BEIJING 1,2005-043A,2026-02-07T22:19:42.661632,14.63431299,.00140718,98.2689,171.5884,330.8431,29.1984,0,U,28890,999,8174,.96598987E-4,.451E-5,0
SINAH 1,2005-043D,2026-02-07T22:57:36.515232,14.64038694,.0013723,98.2639,172.6823,325.0482,34.9818,0,U,28893,999,8161,.11904765E-3,.576E-5,0
CUBESAT XI-V,2005-043F,2026-02-07T22:44:31.044192,14.72183585,.00132476,98.2780,192.0225,254.3792,105.5953,0,U,28895,999,8273,.38429022E-3,.2373E-4,0
INMARSAT 4-F2,2005-044A,2026-02-07T20:13:38.665632,1.00271590,.00023477,4.9246,43.8034,295.3080,245.7379,0,U,28899,999,7422,0,-.257E-5,0
COSMOS 2416 (RODNIK-S 1),2005-048A,2026-02-07T22:48:30.360096,12.55594858,.00091521,82.4677,30.2995,96.1506,321.9104,0,U,28908,999,92268,.10668291E-3,.28E-6,0
METEOSAT-9 (MSG-2),2005-049B,2026-02-07T16:54:40.655808,1.00275752,.00010979,9.0681,55.4286,211.9788,169.7384,0,U,28912,999,570,0,.126E-5,0
EUTELSAT 174A,2005-052A,2026-02-07T20:56:40.293312,1.00274033,.00063549,3.8910,78.1557,244.8262,303.1399,0,U,28924,999,5103,0,.13E-6,0
ECHOSTAR 10,2006-003A,2026-02-07T21:18:23.211360,1.00272498,.00020411,0.0509,278.0740,15.1148,54.1862,0,U,28935,999,7316,0,-.5E-6,0
SPAINSAT,2006-007A,2026-02-07T16:49:22.616544,1.00271689,.00041889,0.2281,90.3959,225.5780,43.9640,0,U,28945,999,7291,0,-.212E-5,0
JCSAT-5A,2006-010A,2026-02-07T22:27:22.943808,1.00273271,.00016915,0.7742,86.0258,309.8040,211.0938,0,U,29045,999,7247,0,-.322E-5,0
ASTRA 1KR,2006-012A,2026-02-07T21:55:12.182016,1.00272532,.00040942,0.1400,80.2696,205.8496,199.6951,0,U,29055,999,4440,0,.124E-5,0
RESURS-DK 1,2006-021A,2026-02-07T21:50:31.585920,15.12569562,.00047086,69.9348,314.0449,206.4717,153.6209,0,U,29228,999,8302,.20161711E-3,.3419E-4,0
GALAXY 16 (G-16),2006-023A,2026-02-07T21:21:30.411648,1.00272988,.00026969,0.0273,178.6431,148.8449,31.8628,0,U,29236,999,7167,0,-.121E-5,0
ARIRANG-2 (KOMPSAT-2),2006-031A,2026-02-07T23:36:35.530848,14.64561700,.00155525,97.8280,229.6735,120.5749,33.8319,0,U,29268,999,4256,.13416807E-3,.668E-5,0
EUTELSAT 33F,2006-032A,2026-02-07T21:59:11.799456,1.00271104,.00035149,1.3279,83.8077,238.1905,178.8768,0,U,29270,999,4601,0,.16E-5,0
JCSAT-3A,2006-033A,2026-02-07T22:26:15.550944,1.00272146,.00019916,0.0184,85.8362,237.3934,279.3590,0,U,29272,999,4644,0,-.339E-5,0
SYRACUSE 3B,2006-033B,2026-02-07T21:50:42.612288,1.00271626,.00040035,2.5672,81.7387,239.2184,148.0601,0,U,29273,999,7138,0,.25E-6,0
KOREASAT 5 (MUGUNGWHA 5),2006-034A,2026-02-07T22:22:00.957792,1.00272171,.00021853,1.4500,84.7501,271.2666,230.5709,0,U,29349,999,4002,0,-.353E-5,0
HINODE (SOLAR-B),2006-041A,2026-02-07T22:20:10.774464,14.68422350,.00170439,98.0635,56.9510,342.4912,17.5703,0,U,29479,999,3590,.16308561E-3,.896E-5,0
NAVSTAR 58 (USA 190),2006-042A,2026-02-07T20:41:38.654016,2.00552055,.01066163,54.6979,156.4745,52.9258,304.7352,0,U,29486,999,14179,0,.15E-6,0
DIRECTV 9S,2006-043A,2026-02-07T21:20:45.483648,1.00272445,.00031117,2.0872,82.5448,248.3397,26.0718,0,U,29494,999,5008,0,-.109E-5,0
OPTUS D1,2006-043B,2026-02-07T20:50:10.915296,1.00273276,.00037463,2.7018,81.3101,244.2038,276.9551,0,U,29495,999,7082,0,-.179E-5,0
SHIJIAN-6 02A (SJ-6 02A),2006-046A,2026-02-07T22:23:07.591200,15.15254893,.00023512,97.6545,79.0605,199.1804,160.9339,0,U,29505,999,5268,.3374886E-3,.628E-4,0
SHIJIAN-6 02B (SJ-6 02B),2006-046B,2026-02-07T23:08:38.015232,15.00842136,.00136262,97.7005,68.9553,136.1773,224.0535,0,U,29506,999,5135,.12400031E-3,.1519E-4,0
DMSP 5D-3 F17 (USA 191),2006-050A,2026-02-07T23:29:03.365088,14.14950203,.0011058,98.7407,48.1805,67.8678,292.3668,0,U,29522,999,99414,.12815621E-3,.205E-5,0
BADR-4,2006-051A,2026-02-07T21:57:11.990304,1.00273859,.00078113,1.6714,82.6116,246.9022,164.0154,0,U,29526,999,4997,0,.15E-5,0
NAVSTAR 59 (USA 192),2006-052A,2026-02-07T18:46:01.789824,2.00550025,.00882181,54.9612,219.1332,88.9132,272.0920,0,U,29601,999,14081,0,.69E-6,0
WILDBLUE-1,2006-054A,2026-02-07T21:18:00.747360,1.00271927,.00015143,2.4695,82.1831,243.7254,20.3701,0,U,29643,999,5249,0,-.45E-6,0
LAPAN-TUBSAT,2007-001A,2026-02-07T23:00:48.633408,14.85785763,.00107968,98.1308,35.3126,244.7257,115.2839,0,U,29709,999,3196,.16372092E-3,.1367E-4,0
THEMIS A,2007-004A,2026-02-07T01:31:29.315136,0.87846984,.8419567,6.2701,124.1007,170.5933,235.3768,0,U,30580,999,4013,.10679E-2,-.425E-5,0
SKYNET 5A,2007-007B,2026-02-07T21:27:49.762080,1.00271090,.00038771,4.9718,75.3278,253.5332,226.2793,0,U,30794,999,6940,0,-.268E-5,0
THEMIS D,2007-004D,2026-02-07T21:49:42.707712,0.87836643,.83699721,6.2649,85.8808,211.8289,131.2962,0,U,30797,999,3994,0,-.495E-5,0
THEMIS E,2007-004E,2026-02-07T21:50:35.124000,0.87838125,.8374259,3.7205,101.2128,197.3965,145.6957,0,U,30798,999,6478,0,-.482E-5,0
ANIK F3,2007-009A,2026-02-07T16:07:45.153696,1.00271223,.00027245,0.8630,85.5998,233.0884,302.3091,0,U,31102,999,4526,0,.4E-7,0
HAIYANG-1B,2007-010A,2026-02-07T22:20:25.510848,14.30989404,.00126307,98.3384,25.8672,221.0843,138.9390,0,U,31113,999,98214,.71444926E-4,.146E-5,0
SAUDISAT 3,2007-012B,2026-02-07T20:19:09.176736,14.71324464,.00133081,98.1304,349.2885,280.1507,79.8198,0,U,31118,999,872,.10074968E-3,.572E-5,0
SAUDICOMSAT 7,2007-012C,2026-02-07T21:52:12.735264,14.65920617,.00546719,98.3628,10.5236,241.0531,118.5184,0,U,31119,999,349,.18128655E-3,.959E-5,0
SAUDICOMSAT 6,2007-012E,2026-02-07T20:22:50.382336,14.62368651,.0072319,98.3937,4.0972,10.5541,349.7158,0,U,31121,999,128,.26267519E-3,.1325E-4,0
SAUDICOMSAT 5,2007-012H,2026-02-07T20:37:48.527616,14.67945173,.00476757,98.3342,11.2445,170.9827,189.2244,0,U,31124,999,462,.18779471E-3,.104E-4,0
SAUDICOMSAT 3,2007-012J,2026-02-07T21:45:00.425088,14.70443217,.00406321,98.2997,11.8560,100.3536,260.2254,0,U,31125,999,582,.21907398E-3,.129E-4,0
SAUDICOMSAT 4,2007-012L,2026-02-07T22:46:34.281696,14.64324104,.00625423,98.3829,9.0158,302.9158,56.6037,0,U,31127,999,237,.22514883E-3,.1168E-4,0
ASTRA 1L,2007-016A,2026-02-07T21:44:20.723424,1.00079579,.00028635,0.9876,82.6355,266.3450,96.1008,0,U,31306,999,4369,0,-.172E-5,0
GALAXY 17 (G-17),2007-016B,2026-02-07T21:25:30.029952,1.00271722,.00041843,2.6442,81.5846,220.3170,72.4615,0,U,31307,999,6850,0,-.202E-5,0
YAOGAN-2,2007-019A,2026-02-07T13:44:46.992768,14.82446358,.0020158,98.2810,254.7540,335.3747,24.6500,0,U,31490,999,841,.15936E-3,.1224E-4,0
GLOBALSTAR M069,2007-020C,2026-02-07T18:54:44.654976,12.23468293,.00008552,52.0013,258.3789,219.5734,221.0482,0,U,31573,999,86296,.30790361E-3,-.59E-6,0
GLOBALSTAR M072,2007-020D,2026-02-07T11:15:49.592736,11.91655569,.00013635,51.9930,85.5904,81.5678,27.0537,0,U,31574,999,85951,.195874E-3,-.7E-6,0
COSMO-SKYMED 1,2007-023A,2026-02-07T23:24:12.166848,14.96297148,.00009039,97.8857,229.7752,76.1429,283.9892,0,U,31598,999,1046,.34046595E-3,.3789E-4,0
TERRASAR-X,2007-026A,2026-02-07T13:30:38.169792,15.19149610,.0001911,97.4473,48.1163,97.9740,262.1711,0,U,31698,999,3354,.94574E-4,.1919E-4,0
COSMOS 2428,2007-029A,2026-02-07T22:36:53.374752,14.12932271,.00072564,70.9396,265.7880,309.8329,50.2153,0,U,31792,999,95989,.20234694E-3,.329E-5,0
ZHONGXING-6B,2007-031A,2026-02-07T15:41:47.640768,0.99063698,.00105946,2.1055,80.8762,233.6656,208.8939,0,U,31800,999,6811,0,-.28E-5,0
DIRECTV 10,2007-032A,2026-02-07T16:12:14.724288,0.99136391,.00235687,0.0673,108.0959,314.6392,181.0071,0,U,31862,999,4429,0,.79E-6,0
WORLDVIEW-1 (WV-1),2007-041A,2026-02-07T21:32:49.063776,15.23981585,.00011595,97.3801,160.5243,243.5852,116.5266,0,U,32060,999,2318,.37621532E-3,.904E-4,0
INTELSAT 11 (IS-11),2007-044B,2026-02-07T21:42:28.401696,0.99053002,.00065235,3.2286,80.2921,194.0863,163.5760,0,U,32253,999,6716,0,-.235E-5,0
WGS F1 (USA 195),2007-046A,2026-02-07T21:37:36.368832,1.00271584,.00004792,0.0907,86.6079,247.7304,85.5366,0,U,32258,999,5103,0,-.262E-5,0
NAVSTAR 60 (USA 196),2007-047A,2026-02-07T14:11:43.364832,2.00562029,.01635397,53.9954,85.4083,85.7741,276.1576,0,U,32260,999,13421,0,-.45E-6,0
GLOBALSTAR M066,2007-048C,2026-02-07T12:38:10.920192,12.30383712,.0005142,51.9584,70.1310,131.3696,33.2107,0,U,32265,999,84426,-.67515E-4,-.102E-5,0
COSMOS 2433 [GLONASS-M],2007-052A,2026-02-04T14:02:15.817056,2.13103848,.00033488,65.6518,320.3972,267.2581,92.7339,0,U,32275,999,14223,0,-.7E-6,0
COSMOS 2432 [GLONASS-M],2007-052B,2026-02-07T23:47:36.774240,2.13103142,.00110243,65.6657,320.4078,324.9540,72.6900,0,U,32276,999,14233,0,-.8E-6,0
YAOGAN-3,2007-055A,2026-02-07T23:09:19.874304,14.90205728,.00018346,97.8314,70.0697,101.4535,258.6889,0,U,32289,999,98661,.28695623E-3,.2726E-4,0
SKYNET 5B,2007-056B,2026-02-07T20:49:38.612064,1.00272546,.00040389,4.9224,75.0654,247.2947,153.0677,0,U,32294,999,6690,0,.143E-5,0
ASTRA 4A,2007-057A,2026-02-07T21:51:05.077152,1.00271764,.00023417,0.0410,284.3211,33.9689,152.2716,0,U,32299,999,5035,0,.38E-6,0
COSMO-SKYMED 2,2007-059A,2026-02-07T22:42:04.356864,14.82155968,.0001532,97.8842,224.4157,82.4803,277.6585,0,U,32376,999,98285,.95618415E-4,.709E-5,0
RADARSAT-2,2007-061A,2026-02-07T22:35:48.242976,14.29979063,.00011232,98.5812,47.7039,81.8760,278.2550,0,U,32382,999,94748,-.41289454E-4,-.15E-5,0
NAVSTAR 61 (USA 199),2007-062A,2026-02-05T04:23:35.622816,2.00551860,.00321645,55.1356,279.4590,160.8694,29.1465,0,U,32384,999,13286,0,-.31E-6,0
HORIZONS-2,2007-063B,2026-02-07T21:28:44.717664,1.00272346,.00033645,2.2689,82.2904,231.9346,72.1505,0,U,32388,999,6651,0,-.249E-5,0
COSMOS 2434 [GLONASS-M],2007-065A,2026-02-07T12:53:51.339264,2.13101216,.00045184,64.3184,196.2856,72.3270,283.1346,0,U,32393,999,14100,0,.73E-6,0
COSMOS 2436 [GLONASS-M],2007-065C,2026-02-07T23:01:11.221824,2.13100165,.0017718,64.3270,196.3423,9.5749,82.2833,0,U,32395,999,14097,0,.75E-6,0
THURAYA-3,2008-001A,2026-02-07T22:17:53.852928,1.00272446,.00023968,5.7700,35.5577,285.0801,250.3601,0,U,32404,999,6619,0,-.298E-5,0
THOR 5,2008-006A,2026-02-07T22:06:38.793312,1.00271393,.00024715,0.0463,264.3643,62.9802,141.5651,0,U,32487,999,6602,0,-.4E-7,0
AMC-14,2008-011A,2026-02-07T13:26:45.584448,1.00311395,.0045983,23.8516,22.0799,352.6766,0.8999,0,U,32708,999,6686,0,.108E-5,0
NAVSTAR 62 (USA 201),2008-012A,2026-02-07T12:15:16.801632,2.00568140,.02054861,54.4818,155.1064,245.7598,112.0707,0,U,32711,999,13115,0,.16E-6,0
DIRECTV 11,2008-013A,2026-02-07T21:21:30.411648,1.00271251,.0000233,0.0096,222.6688,104.6408,31.8445,0,U,32729,999,4429,0,-.12E-5,0
ICO G1,2008-016A,2026-02-07T21:23:22.733376,1.00272534,.00028655,5.5121,36.4600,267.6855,61.8391,0,U,32763,999,6524,0,-.168E-5,0
VINASAT-1,2008-018A,2026-02-07T22:27:22.943808,1.00271878,.0002006,0.0455,277.1695,82.4615,247.1782,0,U,32767,999,6529,0,-.323E-5,0
STAR ONE C2,2008-018B,2026-02-07T21:31:14.479104,1.00272723,.00026407,0.9098,83.7339,248.9040,63.1611,0,U,32768,999,6535,0,-.272E-5,0
CARTOSAT-2A,2008-021A,2026-02-07T23:23:28.268736,14.79044718,.00120415,97.7833,91.9861,164.7182,195.4396,0,U,32783,999,95970,.16625924E-3,.1181E-4,0
CUTE-1.7+APD II (CO-65),2008-021C,2026-02-07T22:09:15.706944,15.07929482,.00113089,97.8167,17.8836,104.9530,255.2950,0,U,32785,999,96570,.45303499E-3,.6902E-4,0
CANX-2,2008-021H,2026-02-07T21:55:29.830944,15.04458583,.00125351,97.8520,16.3834,115.3452,244.9073,0,U,32790,999,96536,.36000131E-3,.498E-4,0
SEEDS II (CO-66),2008-021J,2026-02-07T22:27:30.981600,15.27753388,.00052731,97.7495,31.1687,65.8712,294.3077,0,U,32791,999,96752,.80656881E-3,.21839E-3,0
AMOS-3,2008-022A,2026-02-07T21:48:35.315712,1.00272333,.00024516,0.1208,90.5429,174.1049,196.3537,0,U,32794,999,8104,0,-.3E-6,0
GALAXY 18 (G-18),2008-024A,2026-02-07T17:49:20.417952,1.00273151,.00031861,0.0186,98.5906,237.9181,305.6470,0,U,32951,999,4455,0,.3E-6,0
YUBILEINY (RS30),2008-025A,2026-02-07T22:20:20.643936,12.43174988,.00185542,82.4988,75.8458,231.2239,128.7184,0,U,32953,999,80363,.33741205E-3,.57E-6,0
COSMOS 2437,2008-025B,2026-02-07T22:21:26.161056,12.42756409,.00194792,82.4971,77.8283,250.0466,230.8099,0,U,32954,999,80331,-.27077395E-3,-.28E-6,0
COSMOS 2438,2008-025C,2026-02-07T21:16:54.412032,12.43366258,.00204958,82.4972,73.3049,224.3737,135.5702,0,U,32955,999,80376,.27938072E-3,.49E-6,0
COSMOS 2439,2008-025D,2026-02-07T21:53:22.142976,12.43067456,.00199725,82.5022,78.1630,235.1041,124.8162,0,U,32956,999,80365,.29907126E-3,.51E-6,0
FENGYUN 3A,2008-026A,2026-02-07T20:23:23.420832,14.19536939,.00094072,98.6762,342.1939,135.3522,224.8414,0,U,32958,999,91705,.93677452E-4,.154E-5,0
ZHONGXING-9,2008-028A,2026-02-07T22:16:09.020352,1.00270534,.00096737,0.4386,87.6284,221.9484,254.8773,0,U,33051,999,6474,0,-.243E-5,0
FGRST (GLAST),2008-029A,2026-02-07T08:26:35.568384,15.23085727,.00080775,25.5836,25.4558,233.1039,126.8759,0,U,33053,999,97601,.21194203E-3,.5481E-4,0
SKYNET 5C,2008-030A,2026-02-07T21:44:43.187424,1.00272684,.00045688,3.4581,78.6072,255.3547,112.4069,0,U,33055,999,6466,0,-.136E-5,0
TURKSAT 3A,2008-030B,2026-02-07T22:01:41.560032,1.00269494,.00036332,0.0129,78.0983,261.9363,170.3808,0,U,33056,999,5106,0,.152E-5,0
INTELSAT 25 (IS-25),2008-034A,2026-02-07T21:40:51.058272,1.00270986,.00043418,2.3744,81.9626,231.7323,118.0163,0,U,33153,999,6439,0,-.22E-5,0
ECHOSTAR 11,2008-035A,2026-02-07T21:18:23.211360,1.00271590,.00025548,0.6704,85.8846,224.0022,37.6895,0,U,33207,999,4991,0,-.51E-6,0
SUPERBIRD-C2,2008-038A,2026-02-07T22:28:37.824096,1.00289514,.00003483,2.0279,82.9606,20.6923,147.5443,0,U,33274,999,10443,0,-.299E-5,0
INMARSAT 4-F3,2008-039A,2026-02-07T21:21:52.877376,1.00271687,.00027748,4.1823,31.0853,292.8265,36.5582,0,U,33278,999,4524,0,-.136E-5,0
HUANJING 1A (HJ-1A),2008-041A,2026-02-07T23:03:24.183648,14.83619135,.00182912,97.6601,29.8956,198.7300,161.3243,0,U,33320,999,93924,.15661375E-3,.1244E-4,0
HUANJING 1B (HJ-1B),2008-041B,2026-02-07T22:36:12.161952,14.83024243,.00350247,97.6451,33.4218,247.0392,112.7126,0,U,33321,999,93925,.23784206E-3,.1902E-4,0
GEOEYE 1,2008-042A,2026-02-07T21:39:45.298368,14.64728296,.00049456,98.1264,114.4669,100.9435,259.2324,0,U,33331,999,93122,.14122954E-3,.705E-5,0
NIMIQ 4,2008-044A,2026-02-07T21:26:22.446240,1.00273481,.00021537,0.0098,75.1743,248.7194,53.6797,0,U,33373,999,6368,0,-.215E-5,0
GALAXY 19 (G-19),2008-045A,2026-02-07T21:22:07.853088,1.00271118,.00028546,0.0493,267.6033,59.5712,34.3321,0,U,33376,999,6360,0,-.133E-5,0
THEOS,2008-049A,2026-02-07T21:25:47.304768,14.20110344,.00011541,98.5764,100.2712,82.2436,277.8872,0,U,33396,999,89961,-.8383478E-4,-.221E-5,0
SHIJIAN-6 03A (SJ-6 03A),2008-053A,2026-02-07T23:35:27.566016,15.15625662,.00133883,97.8575,67.8451,96.1375,264.1383,0,U,33408,999,94338,.27121376E-3,.5093E-4,0
SHIJIAN-6 03B (SJ-6 03B),2008-053B,2026-02-07T23:13:14.165184,15.03657983,.00215382,97.8686,56.7035,114.4480,245.8995,0,U,33409,999,94332,.18467943E-3,.2476E-4,0
COSMO-SKYMED 3,2008-054A,2026-02-07T21:20:01.139712,15.05961007,.00160248,97.8429,255.2588,348.9468,11.1404,0,U,33412,999,93747,.31730829E-3,.4567E-4,0
SHIYAN-3 (SY-3),2008-056A,2026-02-07T23:09:23.121216,14.30751455,.00142276,98.6210,66.6893,150.6369,209.5616,0,U,33433,999,90032,.91081611E-4,.195E-5,0
CHUANGXIN 1-02 (CX-1-02),2008-056B,2026-02-07T22:27:15.986016,14.30122078,.00146474,98.6281,66.4073,155.9909,204.1959,0,U,33434,999,90014,-.14812497E-4,-.82E-6,0
ASTRA 1M,2008-057A,2026-02-07T21:55:12.182016,1.00276464,.0000566,0.0412,300.2830,280.2374,265.4954,0,U,33436,999,4444,0,.126E-5,0
YAOGAN-4,2008-061A,2026-02-07T21:30:06.726816,14.82884575,.00154482,97.9228,333.4571,128.0817,232.1792,0,U,33446,999,92650,.16464576E-3,.1283E-4,0
EUTELSAT HOTBIRD 13C,2008-065A,2026-02-07T21:35:29.072256,1.00273721,.0003672,2.6182,80.7687,248.2719,82.5076,0,U,33459,999,4604,0,-.279E-5,0
GOSAT (IBUKI),2009-002A,2026-02-07T22:24:11.044224,14.67541870,.00015313,98.0759,151.7409,94.1637,265.9742,0,U,33492,999,91250,.19270917E-3,.1045E-4,0
STARS (KUKAI),2009-002G,2026-02-07T22:18:27.871200,14.94619861,.00069209,98.1437,341.1725,229.9250,130.1363,0,U,33498,999,91916,.5295466E-3,.5677E-4,0
KKS-1 (KISEKI),2009-002H,2026-02-07T21:46:51.840480,14.82708090,.00079462,98.1185,319.3532,0.5539,359.5681,0,U,33499,999,91703,.28541747E-3,.2249E-4,0
EXPRESS-AM44,2009-007A,2026-02-07T21:46:35.507424,1.00271877,.00044171,3.1316,80.0264,235.0745,138.5259,0,U,33595,999,5099,0,-.86E-6,0
NSS-9,2009-008A,2026-02-07T19:16:31.760832,1.00273234,.00020489,0.9270,84.0013,234.8622,291.2212,0,U,33749,999,6222,0,.76E-6,0
TELSTAR 11N,2009-009A,2026-02-07T21:39:06.224832,1.00271197,.00024242,0.0134,96.2699,215.5217,113.4346,0,U,34111,999,4494,0,-.245E-5,0
NAVSTAR 63 (USA 203),2009-014A,2026-02-07T03:58:17.563584,2.00556648,.0144924,54.5101,215.8662,61.3105,116.4446,0,U,34661,999,12367,0,.63E-6,0
WGS F2 (USA 204),2009-017A,2026-02-07T22:15:38.818368,1.00269840,.00010938,0.0145,106.0351,301.2905,122.0911,0,U,34713,999,4432,0,.74E-6,0
SES-7 (PROTOSTAR 2),2009-027A,2026-02-07T22:20:38.590080,1.00271870,.00022674,0.0128,68.0546,236.2702,277.0971,0,U,34941,999,6133,0,-.339E-5,0
MEASAT-3A,2009-032A,2026-02-07T20:52:40.675872,1.00272233,.0002917,0.0265,0.6954,323.3772,287.0529,0,U,35362,999,673,0,-.105E-5,0
GOES 14,2009-033A,2026-02-07T17:43:06.015648,1.00113203,.00016996,1.3541,84.7812,282.5783,251.6837,0,U,35491,999,529,0,.132E-5,0
FM-5,2009-034A,2026-02-07T19:42:32.397984,1.00272804,.00010716,0.0246,242.6633,305.3554,159.3739,0,U,35493,999,4534,0,-.195E-5,0
TERRESTAR-1,2009-035A,2026-02-07T12:44:42.112608,1.00273354,.0002922,5.0758,48.8433,282.5693,246.4135,0,U,35496,999,6083,0,-.54E-6,0
COSMOS 2451,2009-036A,2026-02-07T22:13:57.065088,12.40867502,.00076247,82.4908,172.5532,128.9629,231.2130,0,U,35498,999,75161,-.49467079E-4,.3E-7,0
COSMOS 2453,2009-036C,2026-02-07T23:14:59.680320,12.41517275,.00078213,82.4915,168.1672,90.2880,269.9095,0,U,35500,999,75194,-.19107215E-4,.7E-7,0
DEIMOS-1,2009-041A,2026-02-07T23:15:38.733120,14.75066906,.00003728,97.7205,201.9297,149.8370,210.2861,0,U,35681,999,88783,.19715074E-3,.1281E-4,0
DUBAISAT-1,2009-041B,2026-02-07T22:12:15.087168,14.74815441,.00115503,97.9827,173.7830,122.7454,237.4870,0,U,35682,999,88604,.26132644E-3,.1702E-4,0
UK-DMC 2,2009-041C,2026-02-07T22:32:48.793632,14.75781870,.00013059,97.8607,177.2487,72.8177,287.3176,0,U,35683,999,88750,.24200944E-3,.1609E-4,0
APRIZESAT 4,2009-041D,2026-02-07T18:41:09.646368,14.83648132,.00439162,98.1547,111.4764,22.9278,337.3882,0,U,35684,999,89217,.14861569E-3,.1188E-4,0
NANOSAT 1B,2009-041E,2026-02-07T22:14:34.078848,14.92544814,.00490313,98.1016,153.7171,229.0764,130.6204,0,U,35685,999,89513,.33397166E-3,.3448E-4,0
APRIZESAT 3,2009-041F,2026-02-07T22:38:49.165440,14.95755283,.00632118,98.1838,186.1662,133.1753,227.4774,0,U,35686,999,89705,.28204148E-3,.3205E-4,0
ASIASAT 5,2009-042A,2026-02-07T22:18:23.805216,1.00273715,.00017117,0.0061,91.8497,212.2060,269.0642,0,U,35696,999,6041,0,-.302E-5,0
NAVSTAR 64 (USA 206),2009-043A,2026-02-06T12:09:42.895872,2.00562160,.00513393,56.1307,32.5855,80.8986,291.0329,0,U,35752,999,12074,0,-.77E-6,0
JCSAT-12 (JCSAT-RA),2009-044A,2026-02-07T22:27:22.943808,1.00271750,.00013426,0.0187,90.0415,225.2009,291.6709,0,U,35755,999,6031,0,-.322E-5,0
OPTUS D3,2009-044B,2026-02-07T20:51:33.283008,1.00273020,.00033412,0.8652,269.7926,48.0152,289.1683,0,U,35756,999,6026,0,-.14E-5,0
NIMIQ 5,2009-050A,2026-02-07T21:28:59.695104,1.00272134,.00025317,0.0567,268.8018,49.4665,69.2653,0,U,35873,999,6004,0,-.251E-5,0
OCEANSAT-2,2009-051A,2026-02-07T22:50:43.786752,13.99640857,.00158404,98.2263,38.7615,240.4138,119.5451,0,U,35931,999,86125,-.95027959E-4,-.177E-5,0
SWISSCUBE,2009-051B,2026-02-07T17:03:06.062112,14.62172320,.00055589,98.4127,304.3179,255.0974,104.9611,0,U,35932,999,87023,.35514952E-3,.1738E-4,0
